YEAR,city,agg_income_15plus,agg_income_15plus_race_tot,agg_household_income,agg_household_income_race_tot,agg_household_income_white,agg_family_income,agg_income_15plus_white,agg_household_income_white_nh,agg_income_15plus_white_nh,agg_nonfamily_income,agg_household_income_hisp,agg_income_15plus_hisp,agg_income_15plus_two_races,agg_gross_rent,mean_hh_income_top5pct,median_owner_home_value,mean_hh_income_q5,avg_household_income_hisp,avg_household_income_two,inc_q4_limit,inc_top5pct_lower_limit,avg_family_income,mean_hh_income_q4_alt,avg_household_income_white,avg_household_income_white_nh,avg_household_income,avg_household_income_race_tot,inc_q3_limit,median_family_income,median_hh_inc_owner,median_hh_income_white_nh,median_hh_income_white,median_hh_income,median_hh_inc_all_units,mean_hh_income_q3,median_inc_15plus_male_ftyr,inc_q2_limit,median_earnings_male,median_hh_inc_renter,median_hh_inc_past12_renters,avg_nonfamily_income,mean_hh_income_q2,median_earnings_bachelor,median_inc_15plus_male,median_nonfamily_income,median_earnings_male_somecoll,median_earnings_male_hs,median_household_income,Population_2019,HB2001_Category,treat,post,pre,total_housing_units,occupied_housing_units,vacant_housing_units,homeowner_vacancy_rate,rental_vacancy_rate,units_1_detached,units_1_attached,units_2,units_3_4,units_5_9,units_10_19,units_20_more,rooms_1,rooms_2,rooms_3,rooms_4,rooms_5,rooms_6,rooms_7,rooms_8,rooms_9_more,median_rooms,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_more,owner_occupied_units,renter_occupied_units,avg_hh_size_owner,avg_hh_size_renter,veh_no,veh_1,veh_2,veh_3_more,occ_per_room_1_or_less,occ_per_room_1_01_to_1_50,occ_per_room_1_51_more,value_less_50000,value_50000_99999,value_100000_149999,value_150000_199999,value_200000_299999,value_300000_499999,value_500000_999999,value_1000000_more,median_value_dollars,housing_with_mortgage,housing_without_mortgage,median_gross_rent_dollars
2021,Ashland,1385824300,1385824300,1368948600,1368948600,1261576800,975732200,1277989300,1207086300,1219438200,353933900,84546200,86112700,52056300,5912700,4669377,4711400,2572326,789354.5250278704,1000086.6091951254,1304068,2232668,1265743.3591822332,1007904,949582.8417431144,954180.403312048,942164.316121374,942164.316121374,792015,960763,854008,623296,627646,635376,635376,638204,626086,476051,461384,282954,282954,548595.7362761225,352565,305484,392288,405237,237923,245286,63152.185111908,21281,Medium,1,1,0,11273,10052,1221,2.3,2.3,6812,1495,519,678,474,254,827,557,607,1222,2069,2132,1954,1075,755,902,5.1,592,1709,3272,4080,1283,337,5616,4436,2.23,1.81,527,4149,3929,1447,9960,4,88,33,121,31,161,445,2078,2535,212,494700,3176,2440,1175
2021,Baker City,333713000,333713000,322139300,322139300,313096400,233763100,319157400,308460800,315119700,83952400,6875800,7690800,4291100,1280000,1236930,697400,686897,121465.6887298747,103544.1176470588,404120,642731,344090.3002429511,297553,276883.3635750221,276356.9057924693,270429.41012823686,270429.41012823686,232836,251755,227772,198647,198950,194695,194695,194244,241789,157557,176444,95800,95800,162891.65738547329,121506,217484,139542,111592,200911,131635,48396.44695727233,9809,None,0,1,0,4502,4131,371,2.6,4.7,3227,88,135,146,115,92,247,83,156,381,846,853,729,558,347,549,5.4,83,518,1364,1706,746,85,2893,1238,2.2800000000000002,2.3099999999999996,285,1312,1672,862,4081,20,30,107,450,605,620,654,392,57,8,169500,1626,1267,713
2021,Cottage Grove,443837400,443837400,448584600,448584600,391492800,317823600,398825100,377147100,385593300,110564200,32151600,27931400,20145000,2113200,885348,1056100,578111,250778.82888445712,252934.46748840265,396571,644720,303158.1436711893,339818,262281.73519983445,262946.1663510429,263441.3618619397,263441.3618619397,269454,251832,270851,213035,213359,220626,220626,217173,187990,170662,153768,149324,149324,167436.995609715,132306,161054,135124,127275,138476,159755,55131.670292790186,10465,Medium,1,1,0,4452,4247,205,1.4,3.2,2914,271,166,251,220,119,289,29,146,677,922,1040,728,404,271,235,4.9,39,634,1361,1944,370,104,2396,1851,2.63,2.25,461,1410,1661,715,4038,209,0,150,9,134,365,1184,455,79,20,236000,1730,666,924
2021,Eagle Point,367769800,367769800,366964200,366964200,350243600,278985100,342508000,339078100,335318300,60951400,15119600,11143700,0,1564000,241777,1216600,184227,66900.8849557522,0,310003,623530,357689.0077549115,100935,284585.6676127365,284465.9053589817,278657.2764039531,278657.2764039531,233587,134785,215988,189301,197591,203177,203177,71872,150104,163669,117783,98189,98189,161065.8223654995,48148,101788,124026,110459,81605,72377,70857.5561598895,9554,None,0,1,0,3686,3620,66,0,0,2817,301,0,159,84,0,173,95,0,98,766,666,1369,265,141,286,5.7,95,69,609,2515,339,59,2443,1177,2.58,2.8,160,767,1550,1143,3436,184,0,121,67,144,157,758,1062,134,0,296600,1406,1037,1325
2021,Forest Grove,1223719600,1223719600,1190263600,1190263600,979124300,903599700,990803500,901298600,900701500,256419300,212181200,250090300,80728000,5529300,2255908,2588900,1501512,668996.4713009173,589951.1479832092,1089264,1512823,781627.8052420011,894124,703111.1568963191,714220.338410265,708098.8575043391,708098.8575043391,733157,685462,757502,606208,597347,608767,608767,609606,475277,483032,423117,404083,404083,504512.4867312907,376373,591932,327788,353851,490764,270857,79467.93646897352,25553,Large/Metro,1,1,0,9386,8999,387,0.6,6.7,5587,304,340,532,488,390,1153,408,358,945,1497,1808,1452,1304,861,753,5.3,477,1080,2048,3703,1590,488,5572,3427,3.06,2.24,712,2736,3332,2219,8733,205,61,337,76,112,136,689,3232,951,39,370900,4029,1543,1185
2021,Klamath Falls,1151070700,1151070700,1118898800,1118898800,969874000,779721000,982946800,912211000,928309700,308227800,117056100,128768900,71696500,6777200,3015737,2227700,1818119,743216.3881328027,508233.2943978006,1109586,1798471,923399.0234901396,930261,781029.2381849623,789276.4831956227,782717.7939545779,782717.7939545779,786598,760339,776873,647156,635828,624349,624349,630325,519108,498602,474222,418944,418944,551736.8100709075,384381,568822,397493,367089,391147,399244,52796.84852988992,21753,Medium,1,1,0,9777,9023,754,0.5,4.4,6137,390,737,719,349,266,924,451,539,954,2186,1773,1823,777,619,655,4.9,499,1314,3349,3450,715,450,4085,4938,2.4499999999999997,2.25,963,3346,3079,1635,8816,120,87,215,548,673,558,1294,554,177,66,203800,2589,1496,823
2021,Newberg,1623664800,1623664800,1594669300,1594669300,1451609200,1325138600,1465354300,1361600800,1386488800,236340200,149685400,154705300,76209200,5634500,2210806,2934400,1361249,724269.6879880239,773339.5578020683,1097972,1485053,865224.7530956671,721974,801867.5359113631,806003.1864727605,790462.5353393161,790462.5353393161,764206,699672,705462,636584,631060,618704,618704,519667,535836,510655,440420,355837,355837,422266.9889885711,349489,414528,347393,308546,461981,345327,87744.19655898007,23886,Medium,1,1,0,9472,9177,295,0.6,1.3,6179,673,195,379,222,241,1025,448,220,675,1713,1734,2135,851,998,698,5.5,459,582,2104,4689,1196,442,5948,3229,2.61,2.44,718,2513,3871,2075,8654,241,282,124,408,95,97,849,3416,959,0,357900,4633,1315,1415
2021,Newport,404151700,404151700,406181300,406181300,369343600,267841900,361340100,350733700,343022700,131864100,34522300,33649600,16177000,2085900,953953,1504500,635885,439491.8063683249,327725.2956282667,542311,918251,421425.2372784111,341123,361523.97350547445,356947.0907304147,354585.6842686008,354585.6842686008,328622,356196,310090,273301,274443,277788,277788,216858,281841,220791,122771,205609,205609,269212.3865049555,139063,156584,141410,210841,119546,120670,56316.93437934766,10853,Medium,1,1,0,5615,4559,1056,2.1,3.3,2964,389,272,487,458,120,285,143,214,627,1155,1210,1005,579,406,276,5.1,154,730,1952,2086,616,77,2688,1871,2.18,2.22,293,1946,1650,670,4502,44,13,76,100,216,387,570,764,545,30,299300,1265,1423,1014
2021,North Bend,1150811800,1150811800,1114668400,1114668400,1008749100,806404200,1038084400,978256700,1015918800,280873100,48747000,43444900,36249900,4495600,3419980,2656100,1925890,398499.9257721051,498911.1419482513,1222125,2026535,1032512.2021234792,943373,866138.4014092011,871846.7313250119,869837.3943335972,869837.3943335972,805970,816541,786936,640626,635539,640852,640852,607348,601805,522705,438847,368915,368915,540172.7089022285,385795,580212,429326,291264,335186,391418,56956.52274780683,9768,None,0,1,0,4561,4096,465,1.8,1.7,3241,104,220,195,297,108,363,86,188,406,1099,880,769,527,185,421,5.1,155,369,1463,1904,546,124,2330,1766,2.56,2.34,422,1169,1656,849,4029,67,0,10,48,266,383,939,490,110,84,254700,1610,720,889
2021,Ontario,309191600,309191600,298169500,298169500,236010100,218398800,251436500,176736900,194125700,72774600,114179200,106945600,36149600,1547700,717113,446500,418923,188647.3899470308,197591.1959213641,247125,486799,222110.5939670668,204636,170564.8244255602,168320.7354809633,172101.0611436572,172101.0611436572,170055,177841,153253,109151,134908,129970,129970,132683,117915,98060,92023,103847,103847,94960.1557101372,75234,110542,87893,67822,72986,81781,42970.847756066134,10994,Medium,1,1,0,4978,4405,573,1.5,5.9,2726,185,321,401,207,147,495,202,279,788,1181,778,832,373,291,254,4.6,210,655,1543,2135,307,128,2404,2001,2.57,2.4899999999999998,424,1751,1502,728,4171,92,142,376,272,598,496,396,248,18,0,145300,1284,1120,693
2021,Prineville,753493700,753493700,743325600,743325600,711228100,600137500,711750000,685589400,678792900,123998900,39891400,56836600,33285200,2277700,1292911,1921700,853587,209514.7672836011,251585.0265373612,726196,1039064,551130.7368690064,513959,503890.680668318,505640.0795451657,500820.7939141109,500820.7939141109,513199,476861,463169,432185,430114,424183,424183,352090,403898,333037,329848,343076,343076,317519.19540485786,212749,351976,258323,147699,308253,260044,69309.63784848078,10734,Medium,1,1,0,4737,4522,215,0,1.6,2885,211,317,175,115,36,383,198,214,415,886,1127,795,495,342,265,5.1,208,627,1210,2244,408,40,2586,1936,2.3299999999999996,2.3099999999999996,344,1454,1680,1044,4441,51,30,247,155,177,449,881,581,96,0,235900,1700,886,965
2021,Roseburg,1014264200,1014264200,1005154200,1005154200,918518000,724392100,933872400,899283900,910245500,251990000,24747300,41520700,46838400,5053400,1914553,2595100,1234954,256098.55726423935,337404.60944256466,1045835,1722012,804271.9961200281,642067,703938.5454031634,708774.637595561,710067.9629784806,710067.9629784806,669110,652276,612622,587334,581286,581980,581980,431526,546509,492556,457901,459694,459694,483529.18431320816,275687,417149,389318,232755,351811,271232,55961.254414964256,23479,Medium,1,1,0,10910,10249,661,2.4,2.1,6472,582,341,839,544,354,877,560,460,813,1896,2644,1696,1047,955,839,5.2,560,1174,3475,4107,1293,301,5713,4536,2.2800000000000002,2.13,935,3548,3765,2001,10177,56,16,394,316,828,1027,1750,1293,68,37,214900,3333,2380,924
2021,Sandy,978821900,978821900,953972800,953972800,866616300,734821000,885789000,846199800,862902400,201027800,73312000,75244200,68224300,2153100,1489830,2048500,1069942,387821.9375712007,410662.048856549,776743,1105537,546728.5399725239,650368,509027.6238756256,512271.3671143978,511699.0520188339,511699.0520188339,531448,480502,497005,439161,435904,443628,443628,443108,347948,369035,284995,192049,192049,402247.4442457782,287759,303346,235864,302578,338777,213732,89752.39277128072,11387,Medium,1,1,0,4500,4317,183,0.7,0,3428,327,29,101,100,221,92,0,19,180,693,1591,680,656,165,516,5.4,0,122,655,2947,698,78,3316,1001,2.96,2.57,132,951,1993,1241,4189,121,7,194,57,0,47,660,2134,199,25,347000,2612,704,1315
2021,Silverton,574780200,574780200,564877200,564877200,523625100,471429800,539351300,520140900,531606800,84820000,16719100,20815200,15685500,2104800,1155815,1133400,681583,163496.63720160568,343175.5553770133,401974,692924,324934.67742140003,332691,288008.291853456,290183.373487775,286318.8633991316,286318.8633991316,276813,263066,258568,226576,225834,225813,225813,231486,192534,187231,165347,114926,114926,168542.6503989808,133395,157910,136884,126037,97856,98748,74536.79696629876,10618,Medium,1,1,0,4021,3894,127,1.4,0,2767,133,83,530,63,143,204,0,46,311,862,853,454,480,528,487,5.4,0,331,1355,1557,654,124,2323,1571,2.7800000000000002,2.4699999999999998,139,1387,1521,847,3746,126,22,43,90,58,197,479,1168,288,0,344000,1582,741,1202
2021,Sweet Home,399890800,399890800,392847900,392847900,348319100,309735200,356693500,341576800,349598800,78505000,8688800,16434700,19111200,1692300,701704,626000,439982,163939.622641509,294960.53503851395,286133,445841,224502.427778673,228606,188311.2435096344,187806.9113170942,196856.4290722841,196856.4290722841,194098,191311,188747,168562,168145,168648,168648,167552,206201,132800,148645,119388,119388,133762.7567585889,104332,73021,104226,88139,116892,81618,58553.25431331953,9977,None,0,1,0,4061,3917,144,2.3,4.3,2835,79,110,129,175,67,19,56,21,295,755,1246,882,525,52,229,5.2,74,303,1335,1954,359,36,2412,1505,2.3299999999999996,2.66,283,1376,1156,1102,3754,113,50,309,165,352,687,600,217,82,0,177500,1625,787,1016
2021,Tualatin,3943835700,3943835700,3894872200,3894872200,3361756800,3200727500,3372166400,3274029100,3284712400,639185800,216463400,277593100,207940600,16088800,8458999,8196900,5107710,1347464.9266804238,1980516.111057705,3040071,3992405,2509999.2735969797,2547067,2263526.189640224,2289136.1931752553,2243971.1066362727,2243971.1066362727,2123470,2028494,2039333,1854000,1828734,1812806,1812806,1820331,1471794,1514124,1271776,1237433,1237433,1353077.7702656726,1235412,1211551,1115852,1002862,802040,586820,106735.77198836637,27837,Large/Metro,1,1,0,11282,10737,545,1.8,5.2,5660,823,203,907,1083,844,1573,205,535,1448,1915,1851,1380,1175,1279,1494,5.3,232,1523,2903,3827,2398,399,5851,4886,2.7,2.4299999999999997,526,2953,4989,2269,10439,197,101,29,68,8,111,458,2858,2313,6,466200,4460,1391,1498
2021,West Linn,3758260800,3758260800,3715093900,3715093900,3409927900,3186440000,3400138400,3334446900,3320219200,498155700,99284500,153015300,123217000,8615000,8107801,7666600,4925486,1254855.721954303,1494679.0076495537,2818956,3333744,2370164.57858216,2323865,2072912.7903090771,2075645.222155089,2034237.232370891,2034237.232370891,1905077,1887970,1801880,1627891,1613909,1577646,1577646,1576179,1485294,1283220,1283727,744630,744630,987680.952101166,974540,1040003,1089655,728286,660510,410307,116628.98186741308,26736,Large/Metro,1,1,0,10392,9998,394,0.5,2.2,8276,475,260,323,439,267,304,47,194,345,926,1189,1499,1099,1497,3596,7.4,47,544,1385,3694,3560,1162,8360,1638,2.7800000000000002,2.3099999999999996,185,2254,4663,2896,9948,40,10,13,17,61,55,361,2708,4812,333,572000,5721,2639,1765
2022,Ashland,1465668100,1465668100,1443374700,1443374700,1326588400,1041031000,1343565600,1289794700,1292001400,372200200,86273400,100544200,80377300,6358800,4664787,5539000,2692792,855183.473942254,1127604.5821989332,1475762,2240232,1331027.6384712283,1140041,1024804.3136716594,1039707.0450451316,1012785.7318732548,1012785.7318732548,864823,999463,973382,704894,699621,704381,704381,695792,727929,522547,517729,289007,289007,585468.8596368873,384937,366321,358975,420699,323092,121901,69794.2592982239,21281,Medium,1,1,0,11360,10120,1240,2.4,3,6620,1523,540,780,563,314,924,617,600,1198,2178,2174,1894,1049,808,842,5,714,1653,3535,3978,1189,291,5347,4773,2.19,1.84,535,4409,3937,1239,9951,17,152,15,48,40,65,282,1359,3293,245,581100,2975,2372,1220
2022,Baker City,383238300,383238300,366367100,366367100,348422300,256095100,358359100,342449600,352417600,106030100,9454100,11688200,7658400,1400100,1361372,847700,753201,154741.82529335062,93379.8852828708,436606,737438,378509.02810994233,321579,303005.3360649154,302654.95381472143,298161.15965492383,298161.15965492383,264433,264311,237209,222303,223782,219619,219619,219235,262142,180468,216280,134311,134311,191312.5387187248,140893,235034,161784,137694,214858,144459,54737.97540425532,9809,None,0,1,0,4642,4244,398,1.6,7.3,3418,99,110,153,122,92,264,116,170,385,895,880,679,570,376,571,5.4,116,563,1280,1861,712,110,3051,1193,2.3,2.16,297,1361,1664,922,4200,8,36,50,281,538,557,819,626,165,15,209000,1700,1351,776
2022,Cottage Grove,515408200,515408200,519140700,519140700,447636900,370074200,453943500,435057300,441761100,128296700,33856400,32862800,29503100,2094500,969273,1263100,663911,258562.3663082607,271406.089282768,448574,759899,349514.28661390767,390233,302635.6625887916,303899.6224767821,303215.35456697753,303215.35456697753,317799,301868,314273,248700,247941,251731,251731,252298,204100,198029,178815,180021,180021,195240.9740961173,154059,154660,150673,148090,204048,168703,63442.388231867175,10465,Medium,1,1,0,4357,4210,147,1.3,3.3,2990,229,114,234,169,117,264,36,96,678,704,1121,692,490,293,247,5.1,47,575,1199,1951,495,90,2502,1708,2.54,2.38,366,1358,1682,804,3987,223,0,154,26,96,168,1004,921,123,10,286300,1789,713,987
2022,Eagle Point,365552500,365552500,367990700,367990700,344077800,258529500,326323000,334448700,319859100,87122800,14637300,11472100,10820100,1711400,604945,1371600,458262,65345.0892857143,119192.941176471,330288,556306,252964.3040369668,300485,242532.1291827945,242442.3721226759,242646.61731459424,242646.61731459424,262806,215817,246783,219281,223527,235222,235222,224651,185593,183523,98045,187863,187863,192805.4300479881,157413,123447,126052,202451,85520,91036,86210.79256080114,9554,None,0,1,0,3662,3535,127,0,6.6,2523,220,43,175,95,0,109,97,0,469,609,520,1285,287,183,212,5.6,97,135,791,2279,344,16,2509,1026,2.71,2.8499999999999996,101,697,1516,1221,3314,221,0,125,18,0,100,487,1486,263,30,356300,1442,1067,1298
2022,Forest Grove,1298625900,1298625900,1261322200,1261322200,1013787800,951377400,1027741200,941748500,953849700,275994900,228638500,262877500,102491100,6027500,2272288,2990600,1551839,746571.5401903274,857723.6426639125,1131214,1534781,810625.1259523754,940809,730750.9006370388,746053.9641152713,741726.4896341364,741726.4896341364,778494,741778,799780,647071,636259,655067,655067,650171,496431,519602,450485,289717,289717,548177.8548594138,397852,517937,355254,372681,528829,339150,85338.80733342095,25553,Large/Metro,1,1,0,9360,9103,257,0.6,3.9,5508,393,311,692,419,405,1019,171,475,1065,1585,1867,1339,1215,853,790,5.2,262,1111,2316,3614,1617,440,5666,3437,3,2.32,768,2703,3568,2064,8832,255,16,298,83,89,119,435,2972,1618,52,438500,3847,1819,1282
2022,Klamath Falls,1257809600,1257809600,1222784100,1222784100,1050762400,861367500,1058117000,991639700,1008437700,329536900,137370600,143027300,91914600,6974300,3367614,2373700,1995176,750671.312064541,613126.7652999818,1227748,1974745,1019791.01244047,1007258,862070.4276788504,868017.4731028809,852322.0247926338,852322.0247926338,818990,793598,813528,679272,685734,670954,670954,666671,586448,540817,502470,515950,515950,606206.6903745113,418316,620819,432463,492644,464626,352253,57852.47876771296,21753,Medium,1,1,0,9661,8885,776,0.2,3.3,6158,380,739,565,323,255,1038,559,350,818,2446,1598,1655,799,769,667,4.9,611,1210,3280,3390,686,484,4136,4749,2.59,2.17,887,3148,3118,1732,8734,68,83,163,422,648,443,1178,997,244,41,237800,2725,1411,923
2022,Newberg,1804402600,1804402600,1750861300,1750861300,1546082700,1476321300,1579339700,1472505200,1520230900,248315100,164245600,173579200,111858800,6359300,2271985,3426800,1473243,778029.2754983178,710035.7702080809,1220352,1595414,968843.857281437,801251,881256.3517374228,892571.4750070152,874668.2291858785,874668.2291858785,853663,773621,812886,729778,703003,695196,695196,566325,620296,562089,528890,357558,357558,468528.7730728614,375924,433325,379405,342290,576810,315770,97879.95561325725,23886,Medium,1,1,0,9653,9210,443,2.6,0.9,6078,855,306,394,268,232,959,420,287,820,1943,1717,2015,815,947,689,5.3,431,560,2277,4852,1135,398,5839,3371,2.67,2.3699999999999997,700,2582,3975,1953,8638,291,281,97,315,61,125,440,2991,1810,0,426600,4546,1293,1570
2022,Newport,446547800,446547800,457885400,457885400,397121600,311202600,391739700,383746200,375604800,138298000,34086900,35133500,21587800,2114200,1415151,1935200,800022,395549.0539981349,354083.8324181411,601978,979205,509511.5424991079,393905,390071.0941547897,389710.756102181,408032.94765076047,408032.94765076047,362060,426402,359713,293948,291472,295505,295505,233721,306585,239779,213723,227188,227188,297641.6404985251,150779,260864,154646,248997,191413,142437,59710.48810612992,10853,Medium,1,1,0,5576,4551,1025,2.7,2.3,2968,351,312,475,410,103,334,161,238,569,1038,1107,965,747,428,323,5.2,176,750,1622,2237,696,95,2801,1750,2.22,2.18,290,1991,1570,700,4492,39,20,100,64,87,233,487,997,729,104,373400,1435,1366,1086
2022,North Bend,1260484300,1260484300,1243744700,1243744700,1097147700,888969100,1106564500,1068333700,1085196100,320409400,63663900,67869800,69012900,5023600,3206633,3255200,1977085,559039.9108371374,929319.1792599412,1360808,2279743,1098746.1314972283,1072229,933863.2684681248,938848.4833987016,941996.779424376,941996.779424376,902123,939749,876346,714437,716873,715088,715088,674097,621313,581235,618551,404868,404868,605780.3337160395,425854,594864,479917,418700,474591,412940,64061.620041089154,9768,None,0,1,0,4808,4304,504,1.6,1.9,3370,109,271,206,318,97,417,89,271,457,1203,872,780,558,196,382,4.9,176,532,1546,1876,560,118,2545,1759,2.44,2.2,361,1292,1747,904,4155,78,71,20,59,62,269,1107,673,262,93,282000,1806,739,946
2022,Ontario,334276200,334276200,303305900,303305900,227762300,220531200,254569900,178735700,202677700,76521000,115573200,120501200,44098600,1672700,661873,521900,417650,200519.4089222118,202545.78279775972,253462,516454,218548.813696003,210406,167554.258683486,162545.018641413,173894.7379170096,173894.7379170096,170890,186353,103313,108796,126436,129020,129020,131459,120438,107248,100861,115919,115919,102438.8183184398,79821,121914,87556,76654,129809,67537,42962.9938786867,10994,Medium,1,1,0,4931,4416,515,0.4,4.6,2654,135,341,460,260,162,427,147,303,930,1015,948,650,331,243,364,4.6,161,732,1554,2019,296,169,2320,2096,2.62,2.48,361,1861,1409,785,4129,133,154,335,93,516,439,593,320,22,2,174900,1238,1082,739
2022,Prineville,879902000,879902000,876000100,876000100,824250400,699903800,823316000,807804400,797403000,156383300,35005600,53985100,44878900,2375100,1489647,2302800,947607,269971.6505968527,525289.3748650294,814233,1111985,633754.1823938644,564827,566685.551810052,571706.1531467026,565979.9296347507,565979.9296347507,569510,534181,500456,459406,458992,458831,458831,383778,418184,387109,341719,127471,127471,349698.55239450186,257130,392494,262557,268200,307309,257967,76155.34687458468,10734,Medium,1,1,0,4798,4612,186,0,2.6,3086,271,346,113,74,19,270,115,181,366,1067,1136,889,367,394,283,5.1,115,579,1350,2298,441,15,2834,1778,2.3,2.38,280,1479,1613,1240,4460,121,31,216,131,139,120,828,1140,260,0,298000,1851,983,1118
2022,Roseburg,1064431900,1064431900,1056755400,1056755400,965207700,759153300,968979100,945158700,950392600,271052700,30602600,46334500,63902800,5294000,2226569,2982900,1376123,334763.03908100125,405786.7877160685,1065027,1857795,836700.1802730476,699052,740437.0685826597,744166.9111573861,743897.8467524612,743897.8467524612,706035,676130,684327,623126,613730,610305,610305,459068,598165,517361,503183,537359,537359,543679.5678533149,285377,577893,416860,285929,458948,269645,58661.19874138958,23479,Medium,1,1,0,10497,9954,543,1.7,2.1,6637,494,272,801,560,223,682,549,446,605,1899,2606,1612,1065,822,893,5.2,549,937,3614,3884,1173,340,5493,4461,2.4099999999999997,2.1,1026,3253,3797,1878,9766,133,55,339,221,535,600,1837,1728,176,57,252000,3323,2170,974
2022,Sandy,1107292700,1107292700,1079059500,1079059500,967131100,830485000,991355400,957335600,978066300,229763400,70975000,74013600,82374200,2363300,1632199,2471600,1181155,411541.8337510448,303984.449045319,857929,1227320,613825.454822638,728491,574769.4523224316,574967.1246513186,577687.933277408,577687.933277408,580859,540695,551343,490401,493390,495146,495146,496327,392802,423270,329966,296470,296470,470552.9784390207,343874,315763,262949,279336,390871,247065,100992.52161476167,11387,Medium,1,1,0,4589,4387,202,0.8,4.5,3455,299,37,97,136,209,208,37,178,251,585,1646,645,574,194,479,5.3,37,336,509,2848,778,81,3363,1024,2.9899999999999998,2.4699999999999998,204,799,2020,1364,4283,104,0,133,88,0,26,180,2309,599,28,435100,2604,759,1503
2022,Silverton,571657500,571657500,562216900,562216900,514191300,456469100,520312800,510031800,513429400,96695800,25744400,27928700,26896800,2242700,1023096,1294800,674098,176451.0740469208,348982.5313116358,446431,690908,340543.681800829,370034,308079.73538674356,310758.1220448353,300068.6540932821,300068.6540932821,306775,293890,301737,272240,269914,253691,253691,255547,212742,197960,177593,79692,79692,187136.86524981668,144748,177648,139936,133792,183129,152294,83443.18114005098,10618,Medium,1,1,0,3890,3818,72,1.4,0,2585,178,37,519,102,156,186,12,99,315,754,813,458,447,494,498,5.4,12,373,1157,1590,640,118,2295,1523,2.7600000000000002,2.65,191,1338,1396,893,3680,127,11,36,40,61,126,327,1021,684,0,406000,1602,693,1321
2022,Sweet Home,485113600,485113600,477077700,477077700,407992900,386100300,417094900,398304700,410938200,85355900,6056600,13677400,29414200,1735200,1147753,824300,582017,94634.375,333714.04565377353,322940,521917,269212.73008837865,265433,227822.4880770336,227175.16315980087,240644.4579003884,240644.4579003884,218992,212240,198287,186117,185719,190773,190773,186592,182266,149254,149362,96033,96033,170190.4758118817,117686,167917,117635,101251,149974,144128,65793.57247706423,9977,None,0,1,0,4067,3922,145,1.7,2.7,2902,75,132,195,111,43,0,51,6,300,728,1020,1032,530,150,250,5.4,67,322,1286,1887,445,60,2541,1381,2.38,2.69,278,1323,1125,1196,3758,134,30,331,71,79,436,979,403,217,25,226500,1759,782,1055
2022,Tualatin,4413587500,4413587500,4353818500,4353818500,3724150300,3589899300,3715449200,3635005900,3635550400,695092500,253330300,321027900,255147100,17645400,9453474,9701100,5720129,1523117.5405611964,2268826.4371919692,3274232,4046287,2819409.3445007834,2848352,2526111.2714294684,2546258.4438365954,2487671.603449372,2487671.603449372,2339499,2261623,2235976,2014941,2007622,2016137,2016137,2006165,1646591,1659728,1442684,1423857,1423857,1428644.8826376454,1319779,1355148,1253215,1163900,796088,856055,118886.88196219366,27837,Large/Metro,1,1,0,11432,10909,523,1.6,5.6,5739,904,244,987,1013,936,1413,257,439,1468,2027,1790,1471,1131,1230,1619,5.4,288,1481,2946,4063,2202,452,6006,4903,2.68,2.3499999999999996,557,3157,4931,2264,10626,188,95,28,102,7,40,265,1996,3545,23,548900,4358,1648,1665
2022,West Linn,4225187400,4225187400,4173877000,4173877000,3789026400,3563667200,3789732000,3716446900,3714548600,568934500,146924800,178196000,170323800,9473100,9420084,9130600,5545881,1979527.2163137472,2020467.431133865,2945380,3409069,2594536.3008046052,2540915,2265343.125532325,2265822.803860914,2238563.879074642,2238563.879074642,2061488,2018033,1958109,1757115,1746347,1729002,1729002,1700263,1625148,1364282,1392653,629859,629859,1109918.2144881329,1035736,1141132,1162463,777977,746313,515547,128759.04618039264,26736,Large/Metro,1,1,0,10559,10008,551,0.1,5.6,8326,457,302,213,621,346,261,119,243,430,883,1079,1413,1101,1701,3590,7.5,119,675,1305,3620,3699,1141,8343,1665,2.77,2.3099999999999996,276,2274,4567,2891,9977,20,11,18,25,41,20,184,1648,5618,789,677500,5838,2505,1907
2023,Ashland,1601248500,1601248500,1584993400,1584993400,1428558600,1109970300,1450603300,1400819000,1408683200,439057000,89758400,109077200,85190100,7465000,5186274,5701000,2929563,999108.4645107482,1100799.3334663822,1567635,2281629,1414773.2970241825,1212704,1087832.5612740547,1102891.551797205,1089796.0510415991,1089796.0510415991,928546,1081343,1055266,758920,762277,742368,742368,743025,773750,555834,549222,295735,295735,646186.5770700906,403496,370592,457056,429595,158117,209601,73118.74033047736,21281,Medium,1,1,0,11499,10264,1235,2.1,3.7,6784,1521,499,706,545,309,959,446,640,1316,2265,2282,1985,1051,772,742,5,559,1668,3802,4191,1025,254,5193,5071,2.11,1.85,677,4343,4016,1228,10038,79,147,115,55,24,94,215,1365,3056,269,573700,2659,2534,1367
