YEAR,city,agg_income_15plus,agg_income_15plus_race_tot,agg_household_income,agg_household_income_race_tot,agg_household_income_white,agg_family_income,agg_income_15plus_white,agg_household_income_white_nh,agg_income_15plus_white_nh,agg_nonfamily_income,agg_household_income_hisp,agg_income_15plus_hisp,agg_income_15plus_two_races,agg_gross_rent,mean_hh_income_top5pct,median_owner_home_value,mean_hh_income_q5,avg_household_income_hisp,avg_household_income_two,inc_q4_limit,inc_top5pct_lower_limit,avg_family_income,mean_hh_income_q4_alt,avg_household_income_white,avg_household_income_white_nh,avg_household_income,avg_household_income_race_tot,inc_q3_limit,median_family_income,median_hh_inc_owner,median_hh_income_white_nh,median_hh_income_white,median_hh_income,median_hh_inc_all_units,mean_hh_income_q3,median_inc_15plus_male_ftyr,inc_q2_limit,median_earnings_male,median_hh_inc_renter,median_hh_inc_past12_renters,avg_nonfamily_income,mean_hh_income_q2,median_earnings_bachelor,median_inc_15plus_male,median_nonfamily_income,median_earnings_male_somecoll,median_earnings_male_hs,median_household_income,Population_2019,HB2001_Category,treat,post,pre
2019,Newberg,1295564300,1295564300,1253188900,1253188900,1159376300,1011276300,1198173100,1088575800,1120360200,210391100,94911000,105873400,51143300,4428000,2061871,2255800,1336240,363507.2120245743,437604.0905128438,899320,1194595,630328.295803279,728632,599321.1050533956,605492.4369857841,594933.5717881094,594933.5717881094,579578,533289,543454,476231,475385,479754,479754,478877,384872,386620,317788,278647,278647,388687.3774456929,301746,353740,262134,249465,318230,220252,75820.97618020851,23886,Medium,1,0,1
2019,Newport,377167100,377167100,365551100,365551100,329780000,241214400,331056000,309844600,314258600,116125600,34087600,32384400,15778500,2247800,1218543,1266500,756707,384335.2063610255,240015.6608439439,470313,793194,362374.938684561,381698,322645.9018796966,319047.5932653069,319601.6800689402,319601.6800689402,303607,291978,299418,244322,246328,246699,246699,245881,236627,195334,159356,199540,199540,246998.2440303225,148464,173211,138022,183505,171065,58311,50361.123929698064,10853,Medium,1,0,1
2019,North Bend,1166930400,1166930400,1113067200,1113067200,1034632600,830039600,1075253700,1007045000,1046666000,261208100,38577000,42423700,29938900,5323200,2797168,1761500,1515529,440077.0898205306,327713.7747137554,856416,1482153,748577.0148164883,691676,627052.5078565908,631117.3700656815,618523.7075234987,618523.7075234987,551357,580531,530975,466597,465548,454434,454434,459859,449908,377675,351015,354619,354619,378384.7721633155,300654,359934,294899,292837,360013,311619,48869.11637253189,9768,None,0,0,1
2019,Ontario,288619500,288619500,282074600,282074600,262007100,197942900,266981800,191674000,198648200,74700200,85295100,84189900,11419600,1609700,662225,387600,389438,163441.358858791,216062.370365045,233488,374041,182456.2062261697,195188,162158.5812427208,161190.6404563876,161177.22730908298,161177.22730908298,155116,136775,157953,116938,121025,116804,116804,120324,136219,91418,105507,83198,83198,109621.0194424955,70473,139132,77439,71147,61253,98725,38743.09656243383,10994,Medium,1,0,1
2019,Prineville,621456900,621456900,617848900,617848900,600594700,478637900,599028800,578514400,576990300,121422400,25800600,29057500,8598700,2179600,946681,1021300,587432,141823.0001289491,102253.2539018952,364407,640626,292257.0731124608,306415,260058.8719820797,262777.7718592995,256018.71921277168,256018.71921277168,252575,252114,241215,198869,196546,194616,194616,199919,206055,158006,149790,128892,128892,157197.0094275463,127409,201560,128440,118204,176804,125368,47927.39893963756,10734,Medium,1,0,1
2019,Roseburg,1031380100,1031380100,1019704900,1019704900,962362300,725438400,978484500,934897000,952237800,280334900,31133500,31418200,16887700,5103800,1633310,1344900,954224,368742.52893477445,219126.4835981689,597017,943416,482566.2090505786,467111,398111.95945942216,402040.5843500956,398196.4369986742,398196.4369986742,371307,373698,365099,310476,306440,305311,305311,304283,304381,235555,230612,232852,232852,256382.9303574694,186098,297600,197767,167453,219260,182173,50497.89547266515,23479,Medium,1,0,1
2019,Sandy,844402700,844402700,828997100,828997100,794222300,656246700,802318200,765497700,773254900,157136600,35530300,36665800,11449800,2012300,1103446,1808100,755196,252207.577770923,36415.1515151515,674653,1117930,489015.4799054322,422336,467321.6555059299,469742.1541185711,460346.97486627614,460346.97486627614,460594,452849,442907,414133,404976,403575,403575,306614,314715,320557,295077,224379,224379,323954.083717266,189797,214724,229635,239884,313889,213064,78769.2588010256,11387,Medium,1,0,1
2019,Silverton,557939200,557939200,543554300,543554300,521950300,455133200,530748200,517240500,523952500,83587800,7308000,18837400,11694100,1574800,1035083,1009300,609355,114739.3939393939,256315.86921850103,374769,659293,304832.596814082,315783,268687.2972507382,269478.6236876083,268850.36577549897,268850.36577549897,268658,248877,232527,212721,213044,213636,213636,219949,191959,179398,153143,91231,91231,159224.42120397772,137277,162783,123657,113755,122265,77917,71766.28329212293,10618,Medium,1,0,1
2019,Sweet Home,344034300,344034300,339252900,339252900,305915300,264185000,311137500,298622700,303385700,70728100,17029000,16452200,7657500,1537000,523109,354900,291669,239632.5103467962,152897.619047619,176445,287350,144861.3459083544,144102,115238.9350361562,115277.2592829802,122959.1986922956,122959.1986922956,115728,114646,106959,93482,94334,95866,95866,95125,101933,75122,86912,65029,65029,75718.09294871791,60640,115380,59527,54782,107459,77590,47921.32539519606,9977,None,0,0,1
2019,Tualatin,3691116100,3691116100,3620933300,3620933300,3306057700,2935148800,3303530400,3185835800,3170356900,637686400,150494100,216350600,89615800,13809100,6982382,7056000,4372050,1344293.7946958442,1412462.7371204284,2651321,3684707,2157674.7971067424,2184467,1908678.466019407,1922075.0285221415,1912478.8244406872,1912478.8244406872,1839912,1779749,1815826,1558513,1529460,1546502,1546502,1562927,1350313,1278457,1133246,1120126,1120126,1251826.8980142018,1014925,1137491,959117,888846,877664,763019,97082.64816533,27837,Large/Metro,1,0,1
2019,West Linn,3432024000,3432024000,3364739500,3364739500,3148412200,2828973200,3168759400,3033027900,3045946500,507126100,109442900,169511800,47457100,9323200,5753671,5662100,3497119,1378698.6913506968,430946.3886192658,2068497,2735504,1705293.9036940285,1717437,1506483.691533422,1492784.2171764034,1482370.835465738,1482370.835465738,1426640,1428925,1399111,1196345,1211772,1183376,1183376,1200751,1114210,959275,936740,597308,597308,839879.0910958578,722729,826455,782098,559769,673855,669401,100145.092469538,26736,Large/Metro,1,0,1
2020,Ashland,1283231900,1283231900,1251912700,1251912700,1153701600,892602800,1171510600,1102786900,1118454600,326835400,66194800,70282100,30961100,5629600,4419776,4515900,2444741,558539.0955810875,287350.605851979,1254780,2226327,1165378.7621645126,973988,896202.5582047392,908853.9673499753,900167.7944892468,900167.7944892468,760965,852397,794993,603298,598858,606931,606931,600647,637639,450681,441863,295642,295642,550709.6620169326,342107,362071,374931,355682,129353,238215,59286.37047183189,21281,Medium,1,1,0
2020,Baker City,321277100,321277100,312703800,312703800,301137500,224396500,299371600,296611000,295696400,81813300,5938100,9227400,6857700,1253100,1157009,653200,649200,142884.5101258894,63541.8604651163,396701,568006,316577.60768872534,292362,266211.2339290931,265515.5328353815,263655.0853521632,263655.0853521632,223944,224217,212550,194005,194692,193482,193482,192348,226418,156950,178575,147204,147204,167708.1832254821,125286,201141,137052,130951,172595,139884,48197.33532827155,9809,None,0,1,0
2020,Cottage Grove,422026000,422026000,421341600,421341600,370221500,309253700,382818600,356551800,368348200,97887700,25598200,24829100,20327600,1912900,911347,960600,575758,185882.997122976,279360.7943009216,370738,614538,297116.2308079688,307837,247348.1034073833,247131.5893010334,251625.5815461616,251625.5815461616,245085,241891,261612,193208,194526,203076,203076,203714,174130,156552,149309,133747,133747,153220.71021645138,123244,113506,122464,120238,165529,144412,51065.50094261812,10465,Medium,1,1,0
2020,Eagle Point,397057600,397057600,399103100,399103100,393073800,307503500,390830700,366577600,368828000,67673300,16638100,23952800,0,1466900,0,1069900,0,88500.5319148936,0,339614,627437,388177.4664728501,0,311648.46450900973,310546.5888009701,303352.3033201358,303352.3033201358,231630,258206,229824,203462,216598,210256,210256,0,173598,181363,149998,121433,121433,161339.62168248888,0,98533,147392,113065,73313,70684,73674.7594849192,9554,None,0,1,0
2020,Forest Grove,1125964200,1125964200,1085883600,1085883600,912275000,804545600,928061700,841290300,846369600,255787200,169758700,206375400,61993400,5263900,2077124,2381200,1418970,638399.6204320432,492900.3566874618,1050234,1392882,741509.5478176025,848691,667107.2922947133,679884.7622686607,671076.1317386586,671076.1317386586,681583,650837,741933,575160,552175,556808,556808,567827,444634,461493,376201,251063,251063,498699.54722244205,364907,446037,304412,322669,465069,234489,73304.43853581607,25553,Large/Metro,1,1,0
2020,Klamath Falls,1063002200,1063002200,1051507600,1051507600,941626400,732134400,945629300,881669300,885528100,289233900,87472600,101209000,45376700,6618800,2066890,2028900,1350124,444785.1534593278,503204.2302631597,1078365,1726662,824639.919454231,731190,737049.0052053321,743618.2654591753,725819.2808412566,725819.2808412566,729921,680297,739138,587128,596035,593531,593531,492497,546884,473003,425624,418175,418175,535733.0131708914,303877,487046,382145,327623,417532,370212,50669.00205933766,21753,Medium,1,1,0
2020,Newberg,1415850100,1415850100,1395138800,1395138800,1315720000,1141238300,1317189600,1234236300,1239369000,219700900,97957500,109982400,55633300,5077200,1977310,2725100,1275900,624291.1522388746,533669.6157126204,1070585,1392101,801900.3593678697,689982,770529.5870789484,780578.5813996897,753893.0536001411,753893.0536001411,703722,637568,671045,607660,596513,576260,576260,484801,457384,487336,379054,403693,403693,487101.9299452785,326686,447133,320426,312760,422225,276920,80286.29739376043,23886,Medium,1,1,0
2020,Newport,399001400,399001400,383218400,383218400,349288100,262339700,357086100,330309500,339118000,111957000,34499600,34206100,13143800,2232100,914103,1406000,615343,373528.7241806798,232175.65665344172,497867,908727,397789.6310443854,336821,340355.9465111083,338371.6251054505,337025.1241357224,337025.1241357224,321028,347445,329684,257263,255124,260156,260156,208685,260372,200233,163617,199259,199259,236725.3404477525,127560,174893,135448,188140,132169,63078,52144.561178303775,10853,Medium,1,1,0
2020,North Bend,1154726600,1154726600,1095097900,1095097900,1002900000,817472800,1047311900,975847100,1018910700,256505100,38331500,41897500,23173000,4398800,3437838,2469500,1879117,434730.4498333278,419070.0965535369,1182949,1951109,1019533.1723422036,907339,835480.646773874,847285.2494613746,843848.7879353043,843848.7879353043,784259,816703,802258,633306,619883,619452,619452,585322,613480,512823,494703,366679,366679,497087.8624664314,355944,565919,401000,348568,276761,337956,55530.8087992937,9768,None,0,1,0
2020,Ontario,290154100,290154100,277662300,277662300,246726900,200292500,257490000,177927900,189804300,69027700,91578600,91764400,17504100,1494600,666890,393400,391070,159015.2833620108,209510.99320882905,235213,410453,193981.0204332517,188781,162232.885536253,162519.5505695074,159649.6062121506,159649.6062121506,151593,135703,133950,103523,119396,113857,113857,116791,126661,89985,99901,88649,88649,99168.94005775749,71667,73822,88676,65418,105231,104502,37436.67913314488,10994,Medium,1,1,0
2020,Prineville,650049900,650049900,643585900,643585900,621374400,499990400,615987300,596011800,584982200,121090500,24846500,45323000,19172300,2119900,882322,1690300,605562,99723.8014292653,86678.62292718099,666915,943762,471040.4980685796,372932,436642.8517622694,440245.192951982,430103.2653839377,430103.2653839377,444318,416031,420319,388508,383933,381349,381349,247422,366835,301403,271038,131828,131828,278835.9119451319,152378,212025,208230,152301,239966,181967,63059.05844424999,10734,Medium,1,1,0
2020,Roseburg,1005190900,1005190900,1013220800,1013220800,949912300,730246600,942255600,925944400,917755800,262634400,24670500,32775700,30698600,5261400,2137654,2511500,1384684,250470.4144359212,281764.0776085738,1002615,1659516,797479.5936021727,713201,687519.3017526529,691108.4457300167,686085.6157122616,686085.6157122616,661211,660840,555486,464430,464030,471603,471603,467616,547669,418651,445881,372694,372694,450371.42330029246,296732,524179,299051,255811,229591,274508,52452.55449944088,23479,Medium,1,1,0
2020,Sandy,846212700,846212700,831878100,831878100,790185800,674789500,797394700,768973000,771903200,140799800,34016600,39016700,17030800,2240500,1247793,1849800,929748,270404.8841509682,60635.8974358974,702830,972852,503483.35870004416,580207,463382.55505882227,465855.5929485709,450479.5707266948,450479.5707266948,469168,455758,451311,410855,407561,391335,391335,391290,301428,323160,256271,228826,228826,276617.89006035065,255243,214796,230862,242966,308844,205921,79628.41969602332,11387,Medium,1,1,0
2020,Silverton,570053800,570053800,554185500,554185500,529712600,470207600,543205800,525483300,535742700,77265300,13425500,17356800,13956600,1710900,1225151,1103300,681598,149662.32585069572,234111.8353344772,390647,712002,318105.87922063144,328395,288720.9358339061,291047.4451105821,282526.71261367906,282526.71261367906,271764,242693,247290,223625,222307,218236,218236,219544,191547,173910,142295,111178,111178,167637.2145687925,127973,154316,119192,116718,87250,82094,72941.20729411764,10618,Medium,1,1,0
2020,Sweet Home,372965700,372965700,364210900,364210900,326215100,291440500,334663300,317421800,327353700,68922700,15254500,13727900,14325900,1730400,643031,538800,394878,187983.0024813894,108638.3475783475,255697,403057,208620.16282544695,212099,172706.6481370703,172171.8286246279,179736.6783902623,179736.6783902623,180771,176360,168936,157639,156788,159618,159618,156543,172182,124378,124103,134191,134191,111402.5122255664,95889,63988,96262,81619,149837,76601,53017.80626628365,9977,None,0,1,0
2020,Tualatin,3768839200,3768839200,3733552300,3733552300,3321180500,3109510300,3319540800,3227411700,3216322200,573947900,168630600,224205400,149694300,14301400,8219268,7886800,4946597,1333682.5688034557,1807141.4651586823,2920967,3921088,2399555.403228459,2413125,2166596.3205933603,2189251.164623576,2148087.28505199,2148087.28505199,2030934,1912780,1945855,1752705,1714424,1741786,1741786,1739443,1399930,1443917,1209841,1154455,1154455,1249899.053818165,1165292,1177800,1057200,962873,838071,818215,104102.33877992768,27837,Large/Metro,1,1,0
2020,West Linn,3561732300,3561732300,3537576300,3537576300,3320193100,2988480800,3299783100,3231589600,3204698800,515119500,89686100,136150700,70123000,8400100,7846653,7140600,4645401,1515587.7998391115,645662.1199473534,2655333,3262271,2198409.791143424,2179757,1960822.93401838,1951940.530344815,1911587.4169145469,1911587.4169145469,1771050,1754375,1723829,1546726,1551952,1507751,1507751,1496058,1351936,1204660,1198030,724077,724077,1006739.78136923,906491,976917,1002642,679584,531229,598813,112048.47116825145,26736,Large/Metro,1,1,0
2021,Ashland,1385824300,1385824300,1368948600,1368948600,1261576800,975732200,1277989300,1207086300,1219438200,353933900,84546200,86112700,52056300,5912700,4669377,4711400,2572326,789354.5250278704,1000086.6091951254,1304068,2232668,1265743.3591822332,1007904,949582.8417431144,954180.403312048,942164.316121374,942164.316121374,792015,960763,854008,623296,627646,635376,635376,638204,626086,476051,461384,282954,282954,548595.7362761225,352565,305484,392288,405237,237923,245286,63152.185111908,21281,Medium,1,1,0
2021,Baker City,333713000,333713000,322139300,322139300,313096400,233763100,319157400,308460800,315119700,83952400,6875800,7690800,4291100,1280000,1236930,697400,686897,121465.6887298747,103544.1176470588,404120,642731,344090.3002429511,297553,276883.3635750221,276356.9057924693,270429.41012823686,270429.41012823686,232836,251755,227772,198647,198950,194695,194695,194244,241789,157557,176444,95800,95800,162891.65738547329,121506,217484,139542,111592,200911,131635,48396.44695727233,9809,None,0,1,0
2021,Cottage Grove,443837400,443837400,448584600,448584600,391492800,317823600,398825100,377147100,385593300,110564200,32151600,27931400,20145000,2113200,885348,1056100,578111,250778.82888445712,252934.46748840265,396571,644720,303158.1436711893,339818,262281.73519983445,262946.1663510429,263441.3618619397,263441.3618619397,269454,251832,270851,213035,213359,220626,220626,217173,187990,170662,153768,149324,149324,167436.995609715,132306,161054,135124,127275,138476,159755,55131.670292790186,10465,Medium,1,1,0
2021,Eagle Point,367769800,367769800,366964200,366964200,350243600,278985100,342508000,339078100,335318300,60951400,15119600,11143700,0,1564000,241777,1216600,184227,66900.8849557522,0,310003,623530,357689.0077549115,100935,284585.6676127365,284465.9053589817,278657.2764039531,278657.2764039531,233587,134785,215988,189301,197591,203177,203177,71872,150104,163669,117783,98189,98189,161065.8223654995,48148,101788,124026,110459,81605,72377,70857.5561598895,9554,None,0,1,0
2021,Forest Grove,1223719600,1223719600,1190263600,1190263600,979124300,903599700,990803500,901298600,900701500,256419300,212181200,250090300,80728000,5529300,2255908,2588900,1501512,668996.4713009173,589951.1479832092,1089264,1512823,781627.8052420011,894124,703111.1568963191,714220.338410265,708098.8575043391,708098.8575043391,733157,685462,757502,606208,597347,608767,608767,609606,475277,483032,423117,404083,404083,504512.4867312907,376373,591932,327788,353851,490764,270857,79467.93646897352,25553,Large/Metro,1,1,0
2021,Klamath Falls,1151070700,1151070700,1118898800,1118898800,969874000,779721000,982946800,912211000,928309700,308227800,117056100,128768900,71696500,6777200,3015737,2227700,1818119,743216.3881328027,508233.2943978006,1109586,1798471,923399.0234901396,930261,781029.2381849623,789276.4831956227,782717.7939545779,782717.7939545779,786598,760339,776873,647156,635828,624349,624349,630325,519108,498602,474222,418944,418944,551736.8100709075,384381,568822,397493,367089,391147,399244,52796.84852988992,21753,Medium,1,1,0
2021,Newberg,1623664800,1623664800,1594669300,1594669300,1451609200,1325138600,1465354300,1361600800,1386488800,236340200,149685400,154705300,76209200,5634500,2210806,2934400,1361249,724269.6879880239,773339.5578020683,1097972,1485053,865224.7530956671,721974,801867.5359113631,806003.1864727605,790462.5353393161,790462.5353393161,764206,699672,705462,636584,631060,618704,618704,519667,535836,510655,440420,355837,355837,422266.9889885711,349489,414528,347393,308546,461981,345327,87744.19655898007,23886,Medium,1,1,0
2021,Newport,404151700,404151700,406181300,406181300,369343600,267841900,361340100,350733700,343022700,131864100,34522300,33649600,16177000,2085900,953953,1504500,635885,439491.8063683249,327725.2956282667,542311,918251,421425.2372784111,341123,361523.97350547445,356947.0907304147,354585.6842686008,354585.6842686008,328622,356196,310090,273301,274443,277788,277788,216858,281841,220791,122771,205609,205609,269212.3865049555,139063,156584,141410,210841,119546,120670,56316.93437934766,10853,Medium,1,1,0
2021,North Bend,1150811800,1150811800,1114668400,1114668400,1008749100,806404200,1038084400,978256700,1015918800,280873100,48747000,43444900,36249900,4495600,3419980,2656100,1925890,398499.9257721051,498911.1419482513,1222125,2026535,1032512.2021234792,943373,866138.4014092011,871846.7313250119,869837.3943335972,869837.3943335972,805970,816541,786936,640626,635539,640852,640852,607348,601805,522705,438847,368915,368915,540172.7089022285,385795,580212,429326,291264,335186,391418,56956.52274780683,9768,None,0,1,0
2021,Ontario,309191600,309191600,298169500,298169500,236010100,218398800,251436500,176736900,194125700,72774600,114179200,106945600,36149600,1547700,717113,446500,418923,188647.3899470308,197591.1959213641,247125,486799,222110.5939670668,204636,170564.8244255602,168320.7354809633,172101.0611436572,172101.0611436572,170055,177841,153253,109151,134908,129970,129970,132683,117915,98060,92023,103847,103847,94960.1557101372,75234,110542,87893,67822,72986,81781,42970.847756066134,10994,Medium,1,1,0
2021,Prineville,753493700,753493700,743325600,743325600,711228100,600137500,711750000,685589400,678792900,123998900,39891400,56836600,33285200,2277700,1292911,1921700,853587,209514.7672836011,251585.0265373612,726196,1039064,551130.7368690064,513959,503890.680668318,505640.0795451657,500820.7939141109,500820.7939141109,513199,476861,463169,432185,430114,424183,424183,352090,403898,333037,329848,343076,343076,317519.19540485786,212749,351976,258323,147699,308253,260044,69309.63784848078,10734,Medium,1,1,0
2021,Roseburg,1014264200,1014264200,1005154200,1005154200,918518000,724392100,933872400,899283900,910245500,251990000,24747300,41520700,46838400,5053400,1914553,2595100,1234954,256098.55726423935,337404.60944256466,1045835,1722012,804271.9961200281,642067,703938.5454031634,708774.637595561,710067.9629784806,710067.9629784806,669110,652276,612622,587334,581286,581980,581980,431526,546509,492556,457901,459694,459694,483529.18431320816,275687,417149,389318,232755,351811,271232,55961.254414964256,23479,Medium,1,1,0
2021,Sandy,978821900,978821900,953972800,953972800,866616300,734821000,885789000,846199800,862902400,201027800,73312000,75244200,68224300,2153100,1489830,2048500,1069942,387821.9375712007,410662.048856549,776743,1105537,546728.5399725239,650368,509027.6238756256,512271.3671143978,511699.0520188339,511699.0520188339,531448,480502,497005,439161,435904,443628,443628,443108,347948,369035,284995,192049,192049,402247.4442457782,287759,303346,235864,302578,338777,213732,89752.39277128072,11387,Medium,1,1,0
2021,Silverton,574780200,574780200,564877200,564877200,523625100,471429800,539351300,520140900,531606800,84820000,16719100,20815200,15685500,2104800,1155815,1133400,681583,163496.63720160568,343175.5553770133,401974,692924,324934.67742140003,332691,288008.291853456,290183.373487775,286318.8633991316,286318.8633991316,276813,263066,258568,226576,225834,225813,225813,231486,192534,187231,165347,114926,114926,168542.6503989808,133395,157910,136884,126037,97856,98748,74536.79696629876,10618,Medium,1,1,0
2021,Sweet Home,399890800,399890800,392847900,392847900,348319100,309735200,356693500,341576800,349598800,78505000,8688800,16434700,19111200,1692300,701704,626000,439982,163939.622641509,294960.53503851395,286133,445841,224502.427778673,228606,188311.2435096344,187806.9113170942,196856.4290722841,196856.4290722841,194098,191311,188747,168562,168145,168648,168648,167552,206201,132800,148645,119388,119388,133762.7567585889,104332,73021,104226,88139,116892,81618,58553.25431331953,9977,None,0,1,0
2021,Tualatin,3943835700,3943835700,3894872200,3894872200,3361756800,3200727500,3372166400,3274029100,3284712400,639185800,216463400,277593100,207940600,16088800,8458999,8196900,5107710,1347464.9266804238,1980516.111057705,3040071,3992405,2509999.2735969797,2547067,2263526.189640224,2289136.1931752553,2243971.1066362727,2243971.1066362727,2123470,2028494,2039333,1854000,1828734,1812806,1812806,1820331,1471794,1514124,1271776,1237433,1237433,1353077.7702656726,1235412,1211551,1115852,1002862,802040,586820,106735.77198836637,27837,Large/Metro,1,1,0
2021,West Linn,3758260800,3758260800,3715093900,3715093900,3409927900,3186440000,3400138400,3334446900,3320219200,498155700,99284500,153015300,123217000,8615000,8107801,7666600,4925486,1254855.721954303,1494679.0076495537,2818956,3333744,2370164.57858216,2323865,2072912.7903090771,2075645.222155089,2034237.232370891,2034237.232370891,1905077,1887970,1801880,1627891,1613909,1577646,1577646,1576179,1485294,1283220,1283727,744630,744630,987680.952101166,974540,1040003,1089655,728286,660510,410307,116628.98186741308,26736,Large/Metro,1,1,0
2022,Ashland,1465668100,1465668100,1443374700,1443374700,1326588400,1041031000,1343565600,1289794700,1292001400,372200200,86273400,100544200,80377300,6358800,4664787,5539000,2692792,855183.473942254,1127604.5821989332,1475762,2240232,1331027.6384712283,1140041,1024804.3136716594,1039707.0450451316,1012785.7318732548,1012785.7318732548,864823,999463,973382,704894,699621,704381,704381,695792,727929,522547,517729,289007,289007,585468.8596368873,384937,366321,358975,420699,323092,121901,69794.2592982239,21281,Medium,1,1,0
2022,Baker City,383238300,383238300,366367100,366367100,348422300,256095100,358359100,342449600,352417600,106030100,9454100,11688200,7658400,1400100,1361372,847700,753201,154741.82529335062,93379.8852828708,436606,737438,378509.02810994233,321579,303005.3360649154,302654.95381472143,298161.15965492383,298161.15965492383,264433,264311,237209,222303,223782,219619,219619,219235,262142,180468,216280,134311,134311,191312.5387187248,140893,235034,161784,137694,214858,144459,54737.97540425532,9809,None,0,1,0
2022,Cottage Grove,515408200,515408200,519140700,519140700,447636900,370074200,453943500,435057300,441761100,128296700,33856400,32862800,29503100,2094500,969273,1263100,663911,258562.3663082607,271406.089282768,448574,759899,349514.28661390767,390233,302635.6625887916,303899.6224767821,303215.35456697753,303215.35456697753,317799,301868,314273,248700,247941,251731,251731,252298,204100,198029,178815,180021,180021,195240.9740961173,154059,154660,150673,148090,204048,168703,63442.388231867175,10465,Medium,1,1,0
2022,Eagle Point,365552500,365552500,367990700,367990700,344077800,258529500,326323000,334448700,319859100,87122800,14637300,11472100,10820100,1711400,604945,1371600,458262,65345.0892857143,119192.941176471,330288,556306,252964.3040369668,300485,242532.1291827945,242442.3721226759,242646.61731459424,242646.61731459424,262806,215817,246783,219281,223527,235222,235222,224651,185593,183523,98045,187863,187863,192805.4300479881,157413,123447,126052,202451,85520,91036,86210.79256080114,9554,None,0,1,0
2022,Forest Grove,1298625900,1298625900,1261322200,1261322200,1013787800,951377400,1027741200,941748500,953849700,275994900,228638500,262877500,102491100,6027500,2272288,2990600,1551839,746571.5401903274,857723.6426639125,1131214,1534781,810625.1259523754,940809,730750.9006370388,746053.9641152713,741726.4896341364,741726.4896341364,778494,741778,799780,647071,636259,655067,655067,650171,496431,519602,450485,289717,289717,548177.8548594138,397852,517937,355254,372681,528829,339150,85338.80733342095,25553,Large/Metro,1,1,0
2022,Klamath Falls,1257809600,1257809600,1222784100,1222784100,1050762400,861367500,1058117000,991639700,1008437700,329536900,137370600,143027300,91914600,6974300,3367614,2373700,1995176,750671.312064541,613126.7652999818,1227748,1974745,1019791.01244047,1007258,862070.4276788504,868017.4731028809,852322.0247926338,852322.0247926338,818990,793598,813528,679272,685734,670954,670954,666671,586448,540817,502470,515950,515950,606206.6903745113,418316,620819,432463,492644,464626,352253,57852.47876771296,21753,Medium,1,1,0
2022,Newberg,1804402600,1804402600,1750861300,1750861300,1546082700,1476321300,1579339700,1472505200,1520230900,248315100,164245600,173579200,111858800,6359300,2271985,3426800,1473243,778029.2754983178,710035.7702080809,1220352,1595414,968843.857281437,801251,881256.3517374228,892571.4750070152,874668.2291858785,874668.2291858785,853663,773621,812886,729778,703003,695196,695196,566325,620296,562089,528890,357558,357558,468528.7730728614,375924,433325,379405,342290,576810,315770,97879.95561325725,23886,Medium,1,1,0
2022,Newport,446547800,446547800,457885400,457885400,397121600,311202600,391739700,383746200,375604800,138298000,34086900,35133500,21587800,2114200,1415151,1935200,800022,395549.0539981349,354083.8324181411,601978,979205,509511.5424991079,393905,390071.0941547897,389710.756102181,408032.94765076047,408032.94765076047,362060,426402,359713,293948,291472,295505,295505,233721,306585,239779,213723,227188,227188,297641.6404985251,150779,260864,154646,248997,191413,142437,59710.48810612992,10853,Medium,1,1,0
2022,North Bend,1260484300,1260484300,1243744700,1243744700,1097147700,888969100,1106564500,1068333700,1085196100,320409400,63663900,67869800,69012900,5023600,3206633,3255200,1977085,559039.9108371374,929319.1792599412,1360808,2279743,1098746.1314972283,1072229,933863.2684681248,938848.4833987016,941996.779424376,941996.779424376,902123,939749,876346,714437,716873,715088,715088,674097,621313,581235,618551,404868,404868,605780.3337160395,425854,594864,479917,418700,474591,412940,64061.620041089154,9768,None,0,1,0
2022,Ontario,334276200,334276200,303305900,303305900,227762300,220531200,254569900,178735700,202677700,76521000,115573200,120501200,44098600,1672700,661873,521900,417650,200519.4089222118,202545.78279775972,253462,516454,218548.813696003,210406,167554.258683486,162545.018641413,173894.7379170096,173894.7379170096,170890,186353,103313,108796,126436,129020,129020,131459,120438,107248,100861,115919,115919,102438.8183184398,79821,121914,87556,76654,129809,67537,42962.9938786867,10994,Medium,1,1,0
2022,Prineville,879902000,879902000,876000100,876000100,824250400,699903800,823316000,807804400,797403000,156383300,35005600,53985100,44878900,2375100,1489647,2302800,947607,269971.6505968527,525289.3748650294,814233,1111985,633754.1823938644,564827,566685.551810052,571706.1531467026,565979.9296347507,565979.9296347507,569510,534181,500456,459406,458992,458831,458831,383778,418184,387109,341719,127471,127471,349698.55239450186,257130,392494,262557,268200,307309,257967,76155.34687458468,10734,Medium,1,1,0
2022,Roseburg,1064431900,1064431900,1056755400,1056755400,965207700,759153300,968979100,945158700,950392600,271052700,30602600,46334500,63902800,5294000,2226569,2982900,1376123,334763.03908100125,405786.7877160685,1065027,1857795,836700.1802730476,699052,740437.0685826597,744166.9111573861,743897.8467524612,743897.8467524612,706035,676130,684327,623126,613730,610305,610305,459068,598165,517361,503183,537359,537359,543679.5678533149,285377,577893,416860,285929,458948,269645,58661.19874138958,23479,Medium,1,1,0
2022,Sandy,1107292700,1107292700,1079059500,1079059500,967131100,830485000,991355400,957335600,978066300,229763400,70975000,74013600,82374200,2363300,1632199,2471600,1181155,411541.8337510448,303984.449045319,857929,1227320,613825.454822638,728491,574769.4523224316,574967.1246513186,577687.933277408,577687.933277408,580859,540695,551343,490401,493390,495146,495146,496327,392802,423270,329966,296470,296470,470552.9784390207,343874,315763,262949,279336,390871,247065,100992.52161476167,11387,Medium,1,1,0
